Country,Region,Year,Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Geo_area,Population,Actual_cases
Indonesia,North,2002,Well,2.24,6.61,1.27,3.75,0.62,1.1,1006,Boiling,63,150,11,4,4,80473,39.96,20,43,2319,34.08,605,84601,51183605,5630
Indonesia,West,2018,Well,6.29,6.21,4.66,5.36,46.84,0.5,671,Chlorination,56,454,22,75,43,7120,91.82,49,43,1872,38.66,795,622926,495226170,108949
Indonesia,East,2004,River,7.95,8.01,3.63,7.85,43.54,18.62,3878,No treatment,97,348,17,51,13,56426,9.87,86,40,367,28.48,731,841865,615403315,104618
Indonesia,South,2015,Lake,4.12,8.16,0.72,7.01,46.42,15.01,2654,Filtration,72,494,36,32,44,77230,26.49,32,85,464,30.22,906,148892,134896152,48562
Indonesia,South,2005,River,6.72,6.11,4.69,8.97,30.06,17.62,4079,Boiling,37,110,39,11,97,90796,0.44,68,67,1862,25.04,901,148892,134151692,52319
Indonesia,Central,2018,Well,9.0,6.63,3.03,5.38,38.36,8.62,4781,No treatment,40,169,44,54,95,86560,81.82,26,57,1516,9.27,897,503255,451419735,198624
Indonesia,North,2009,River,4.76,6.42,4.32,8.99,26.79,19.66,506,Boiling,82,107,3,22,83,35829,76.61,11,92,1095,32.76,235,84601,19881235,596
Indonesia,South,2006,Lake,7.67,7.74,1.45,8.97,21.31,18.62,4390,Boiling,96,274,27,28,23,50198,32.07,65,62,870,11.6,196,148892,29182832,7879
Indonesia,South,2017,Spring,0.75,7.1,2.95,9.32,31.06,8.89,445,Chlorination,77,291,6,52,84,50038,34.9,24,67,2288,13.45,316,148892,47049872,2822
Indonesia,East,2006,Spring,4.62,8.12,2.99,9.93,8.4,15.94,1540,No treatment,62,209,33,22,43,90749,39.69,83,64,1718,7.08,429,841865,361160085,119182
Indonesia,East,2022,Tap,0.56,6.27,2.59,5.3,45.29,14.02,207,No treatment,45,163,42,70,43,26044,57.34,75,84,411,2.07,914,841865,769464610,323175
Indonesia,Central,2003,Spring,6.42,6.8,2.13,7.77,37.06,6.01,1688,Chlorination,82,94,0,72,6,34897,53.15,37,48,1947,11.46,98,503255,49318990,0
Indonesia,West,2014,Lake,2.75,7.79,2.75,9.46,8.89,13.32,1936,Filtration,80,304,42,64,46,8991,98.44,72,34,2846,32.81,697,622926,434179422,182355
Indonesia,West,2023,Lake,2.9,8.07,2.28,3.66,44.83,17.14,2442,Boiling,37,137,37,32,85,77020,59.2,68,68,684,7.0,52,622926,32392152,11985
Indonesia,East,2024,Lake,1.85,8.05,3.59,9.67,10.82,15.58,787,Filtration,84,140,44,46,42,52197,24.4,35,90,2796,3.08,433,841865,364527545,160392
Indonesia,Central,2011,Spring,8.66,7.3,1.93,8.82,2.42,0.44,4680,Boiling,48,384,37,93,21,56465,84.62,59,42,1411,22.39,676,503255,340200380,125874
Indonesia,Central,2014,Lake,7.06,7.31,2.69,8.13,0.61,10.96,1347,Boiling,36,316,44,17,25,1237,6.85,68,94,1071,20.01,578,503255,290881390,127987
Indonesia,South,2004,Lake,0.69,6.04,4.4,6.52,39.35,2.08,1095,Filtration,31,486,44,76,76,56040,79.73,36,53,1830,25.82,675,148892,100502100,44220
Indonesia,East,2016,Lake,9.68,7.12,3.21,3.43,37.38,5.05,3827,Boiling,55,10,1,41,17,7234,5.78,79,67,2706,28.92,351,841865,295494615,2954
Indonesia,North,2005,River,7.32,7.08,3.49,4.87,34.65,8.15,680,Boiling,94,244,32,50,67,73846,61.94,63,23,601,35.75,290,84601,24534290,7850
Indonesia,South,2016,Tap,4.77,8.06,0.42,5.37,32.27,15.42,3039,Filtration,96,451,25,16,95,57576,13.03,89,62,1713,29.17,688,148892,102437696,25609
Indonesia,North,2009,Lake,7.88,7.44,0.56,7.09,34.75,6.62,4710,Boiling,99,89,39,81,75,42881,65.69,48,71,1047,21.66,161,84601,13620761,5312
Mexico,Central,2023,Tap,9.02,6.54,1.65,7.31,46.2,18.39,2343,No treatment,82,475,43,42,41,40585,45.81,59,42,943,0.32,495,76645,37939275,16313
Mexico,West,2011,Lake,8.17,6.83,4.43,8.38,32.58,16.7,383,Chlorination,30,249,35,7,40,68064,37.44,50,75,2763,19.62,807,228059,184043613,64415
Mexico,East,2017,Pond,4.33,8.09,3.42,4.17,10.1,18.52,2351,Boiling,65,476,7,40,25,21081,2.96,50,89,1185,18.48,90,173308,15597720,1091
Mexico,North,2001,Lake,8.46,6.11,2.79,8.89,33.4,17.46,803,Filtration,32,81,44,24,10,3407,1.66,49,70,2389,39.2,297,1128257,335092329,147440
Mexico,Central,2009,Tap,0.22,6.18,1.03,7.04,18.94,14.42,278,No treatment,97,427,38,77,83,76425,36.09,23,75,1224,9.89,860,76645,65914700,25047
Mexico,East,2005,Pond,0.37,6.85,0.62,6.65,32.76,18.58,971,No treatment,93,194,25,21,77,26204,33.38,89,59,2499,3.22,335,173308,58058180,14514
Mexico,South,2018,Well,8.08,6.97,4.52,6.93,29.1,10.94,4556,No treatment,47,315,0,9,16,86434,50.94,24,33,2962,37.54,913,352977,322268001,0
Mexico,South,2016,Pond,9.9,7.64,4.04,7.35,31.7,19.62,4483,No treatment,74,83,24,88,23,87810,71.75,15,90,2715,7.97,563,352977,198726051,47694
Mexico,North,2005,River,1.23,7.9,4.3,4.04,18.45,5.28,4217,Chlorination,98,460,38,78,2,4042,65.21,53,58,959,11.04,173,1128257,195188461,74171
Mexico,West,2000,River,3.37,8.12,3.52,5.57,18.52,17.31,589,Filtration,80,279,16,57,92,12242,98.91,63,21,1425,8.94,663,228059,151203117,24192
Mexico,South,2009,Spring,3.21,7.69,1.86,5.3,9.67,4.98,1337,Filtration,50,339,16,71,84,23048,58.99,73,71,2183,28.16,27,352977,9530379,1524
Mexico,Central,2013,Well,4.05,6.66,1.94,6.4,15.66,1.74,808,No treatment,86,386,49,16,66,8181,85.42,63,37,1402,21.39,764,76645,58556780,28692
Mexico,South,2010,Pond,2.32,7.96,0.81,7.53,21.69,9.9,4029,Filtration,79,354,29,43,66,98390,2.78,48,98,1309,8.66,447,352977,157780719,45756
Mexico,North,2000,Spring,3.97,8.07,1.07,6.37,43.53,11.97,3286,Chlorination,65,254,0,67,31,25833,17.13,49,51,884,28.77,82,1128257,92517074,0
Mexico,North,2017,Pond,4.05,7.66,2.87,6.51,7.62,9.75,2419,Filtration,35,70,35,79,6,5353,5.24,81,67,606,7.21,588,1128257,663415116,232195
Mexico,Central,2004,Spring,5.93,7.78,1.37,4.73,47.09,14.61,1196,Boiling,37,406,43,14,47,27962,80.9,74,73,1492,23.27,790,76645,60549550,26036
Mexico,West,2009,Well,1.98,7.71,1.26,6.3,41.3,13.18,1171,No treatment,38,55,4,86,21,19818,93.55,79,84,718,36.89,719,228059,163974421,6558
Mexico,South,2001,Well,9.51,8.3,0.76,6.66,40.0,0.85,4194,Filtration,53,123,19,48,51,86403,69.29,53,36,2661,0.29,848,352977,299324496,56871
Mexico,North,2006,River,5.12,6.56,4.43,9.32,2.64,1.12,3601,Boiling,89,274,39,70,36,66270,26.38,54,44,1915,25.02,93,1128257,104927901,40921
Mexico,West,2010,Tap,3.01,7.08,0.87,6.7,27.15,15.75,3767,Filtration,82,98,14,9,32,73329,37.68,26,86,248,7.11,124,228059,28279316,3959
Mexico,North,2012,Lake,5.94,8.43,4.91,9.28,27.57,14.3,1083,No treatment,89,180,42,57,33,95121,18.1,20,69,2474,8.31,431,1128257,486278767,204237
Mexico,Central,2018,Spring,6.4,6.15,3.27,6.93,9.08,1.05,973,Chlorination,31,499,48,23,71,8561,22.29,82,81,1415,37.13,47,76645,3602315,1729
Mexico,Central,2000,Pond,2.25,6.4,4.26,5.23,5.53,10.95,3325,Chlorination,93,234,46,61,18,90189,70.84,13,82,2643,21.74,886,76645,67907470,31237
Mexico,Central,2021,River,9.5,6.44,0.01,9.64,26.82,12.88,4237,No treatment,99,347,33,69,47,66723,22.38,37,63,1346,26.31,900,76645,68980500,22763
Mexico,North,2008,Lake,6.21,6.8,1.83,3.11,16.17,5.3,4077,No treatment,91,498,19,48,46,6233,17.09,30,45,1665,24.56,408,1128257,460328856,87462
Mexico,Central,2000,Well,6.94,8.16,0.45,5.12,41.7,15.74,4262,Boiling,40,265,14,34,8,91068,69.62,59,38,2378,29.06,625,76645,47903125,6706
Mexico,North,2010,Well,8.56,6.62,2.26,4.85,5.3,12.76,3081,No treatment,99,205,4,8,23,91623,57.4,20,63,1789,11.08,687,1128257,775112559,31004
Mexico,West,2015,Lake,4.34,6.26,1.89,9.81,39.63,12.98,3238,Boiling,38,15,2,82,26,67524,12.9,89,66,2065,34.26,168,228059,38313912,766
Mexico,West,2010,Tap,2.82,6.48,2.31,3.7,31.34,4.36,1564,Chlorination,37,32,39,61,41,38496,59.27,46,40,2574,38.88,833,228059,189973147,74089
Mexico,South,2012,River,0.65,6.87,1.78,6.25,47.28,11.64,1204,Boiling,92,71,45,36,22,85334,33.62,34,39,370,2.02,516,352977,182136132,81961
Mexico,West,2002,River,9.48,6.07,3.4,4.79,13.88,14.4,387,Filtration,79,499,30,98,58,17041,23.94,30,51,2526,23.34,159,228059,36261381,10878
Mexico,Central,2002,Pond,8.11,7.43,1.71,9.62,27.91,13.49,2345,Chlorination,95,444,19,51,45,62377,11.34,18,82,2201,2.5,605,76645,46370225,8810
Mexico,Central,2024,Spring,3.02,6.84,2.45,7.06,30.09,11.0,1432,Boiling,94,364,0,20,88,26097,51.32,85,82,738,37.34,44,76645,3372380,0
Mexico,North,2013,Tap,0.54,6.07,4.94,3.14,0.54,8.51,3749,No treatment,92,200,1,9,25,31592,9.21,34,34,774,23.56,134,1128257,151186438,1511
Mexico,West,2016,River,0.39,7.12,2.88,9.61,47.72,1.81,4149,Boiling,93,387,27,57,58,71782,93.4,63,90,662,2.97,533,228059,121555447,32819
Mexico,East,2000,Well,6.44,7.15,1.61,6.7,3.33,11.65,4540,Filtration,63,382,49,39,88,16473,25.94,29,92,2320,0.2,308,173308,53378864,26155
Mexico,West,2014,River,8.19,7.47,1.25,3.66,43.96,16.04,528,Chlorination,51,201,36,35,19,70407,4.97,62,99,1103,13.12,764,228059,174237076,62725
Mexico,North,2017,River,7.0,8.25,3.04,7.25,44.56,12.2,3368,No treatment,95,394,48,77,60,30927,73.86,25,54,205,13.94,494,1128257,557358958,267532
Mexico,North,2017,Spring,3.98,6.17,1.11,4.8,11.53,4.87,1945,Chlorination,31,310,8,28,57,32919,7.8,40,54,2294,27.94,517,1128257,583308869,46664
Mexico,Central,2006,Tap,3.02,7.36,4.43,9.89,5.73,13.03,3094,Boiling,69,172,21,92,89,96194,54.51,82,50,1088,10.33,625,76645,47903125,10059
Mexico,East,2007,River,1.32,8.08,3.84,7.12,7.84,14.63,2019,Filtration,53,139,11,46,43,23616,65.13,81,45,1470,28.85,933,173308,161696364,17786
Mexico,North,2001,River,3.18,8.15,3.53,7.42,47.24,5.82,3265,Chlorination,89,69,34,10,59,3455,70.66,33,75,1130,12.72,160,1128257,180521120,61377
Mexico,West,2000,Spring,9.93,7.02,0.69,3.16,8.44,2.33,4976,Boiling,64,466,10,15,51,65936,29.22,49,85,2797,3.98,555,228059,126572745,12657
Mexico,Central,2016,River,5.11,7.27,3.54,7.22,27.93,9.6,4827,No treatment,78,149,1,4,80,61462,94.56,22,42,1473,17.93,959,76645,73502555,735
Mexico,North,2012,Tap,0.16,6.19,1.51,5.12,38.58,1.04,4363,Filtration,31,92,11,41,19,50002,77.34,52,37,984,12.75,277,1128257,312527189,34377
Mexico,East,2011,Tap,9.56,6.97,4.24,4.9,27.35,5.77,4397,Filtration,54,468,3,55,99,22254,10.42,51,85,872,32.76,622,173308,107797576,3233
Mexico,North,2013,Tap,7.13,7.17,3.48,8.88,32.24,0.51,3650,Filtration,66,317,42,60,80,51085,22.29,45,97,431,10.45,165,1128257,186162405,78188
Mexico,East,2012,Tap,9.4,7.9,1.04,6.41,46.44,6.44,3909,No treatment,55,115,11,11,96,34237,57.23,51,34,2200,11.55,78,173308,13518024,1486
Mexico,South,2001,Pond,3.66,8.0,1.09,9.03,45.07,12.61,4317,No treatment,49,258,33,68,81,32677,94.87,44,24,2744,37.54,158,352977,55770366,18404
Mexico,Central,2023,Spring,3.7,6.46,0.35,6.27,35.12,8.97,186,Chlorination,54,59,0,28,80,68110,67.67,72,35,2859,18.43,517,76645,39625465,0
Mexico,East,2006,Pond,5.67,6.14,3.76,5.18,33.35,17.05,1935,Filtration,70,120,27,24,50,3083,49.37,54,78,681,0.93,865,173308,149911420,40476
Mexico,East,2015,River,8.94,6.99,4.13,9.5,19.92,13.59,4125,No treatment,89,242,9,35,96,47447,37.72,20,56,2642,22.15,186,173308,32235288,2901
Mexico,West,2020,Lake,2.46,7.75,1.86,6.07,28.04,9.61,4629,Filtration,87,437,19,12,29,67534,17.6,23,32,2865,29.3,442,228059,100802078,19152
Mexico,East,2019,Tap,4.36,7.27,1.81,8.99,49.47,19.03,4546,Filtration,51,297,25,25,24,48276,63.05,47,92,1441,16.66,103,173308,17850724,4462
Mexico,North,2020,Tap,5.53,6.25,1.89,8.58,35.77,13.11,2949,Filtration,40,55,42,12,90,59059,93.02,71,35,1498,17.38,505,1128257,569769785,239303
Mexico,North,2021,Lake,8.93,6.35,1.33,8.64,47.33,13.31,899,No treatment,82,455,23,5,19,73464,68.76,58,28,2021,35.86,461,1128257,520126477,119629
Mexico,North,2012,Pond,9.81,7.84,3.61,5.19,20.95,1.53,2845,No treatment,68,338,46,33,5,57772,98.11,43,65,699,1.34,392,1128257,442276744,203447
Mexico,South,2010,Lake,3.81,7.38,0.26,5.52,32.45,7.64,3331,Chlorination,51,129,1,57,4,24072,79.29,25,58,1637,31.52,211,352977,74478147,744
Mexico,South,2006,Pond,3.83,6.47,0.7,4.86,40.88,2.23,4294,Boiling,43,116,44,19,14,71233,20.03,65,67,1789,14.66,586,352977,206844522,91011
Mexico,Central,2021,Tap,8.66,7.37,2.77,9.96,14.81,6.59,84,No treatment,84,34,12,62,21,79988,45.33,36,93,2279,33.53,738,76645,56564010,6787
Mexico,East,2021,Tap,9.18,7.26,2.69,8.21,31.07,18.94,1391,Filtration,87,492,34,86,97,38842,36.88,19,88,1574,37.53,557,173308,96532556,32821
Mexico,East,2019,Lake,5.78,8.35,1.84,7.71,42.1,2.68,2745,No treatment,50,355,48,88,41,15477,97.09,46,60,2554,30.56,384,173308,66550272,31944
Mexico,Central,2010,Lake,7.28,8.25,3.51,7.58,36.87,5.67,3946,No treatment,74,20,17,82,94,89720,74.07,41,26,1025,38.88,766,76645,58710070,9980
Mexico,Central,2006,Pond,1.92,7.31,1.59,8.47,9.16,14.05,2093,No treatment,93,50,36,0,18,40574,2.2,17,63,2635,24.97,38,76645,2912510,1048
Mexico,East,2021,Spring,0.39,6.31,2.16,9.92,11.29,4.53,3063,Boiling,45,408,27,49,70,58126,51.94,62,82,895,14.63,734,173308,127208072,34346
Mexico,North,2015,Well,0.19,8.0,2.35,4.85,9.12,2.41,2638,Filtration,37,492,1,21,11,67206,29.14,64,32,932,9.26,160,1128257,180521120,1805
Mexico,West,2024,Pond,2.59,7.38,0.92,10.0,14.82,19.59,995,No treatment,74,408,15,70,63,86326,1.4,31,38,2623,30.06,738,228059,168307542,25246
Mexico,Central,2007,Lake,8.87,7.08,1.9,4.95,0.23,10.2,4285,Boiling,47,464,22,83,9,31132,45.39,53,46,925,33.88,116,76645,8890820,1955
Mexico,South,2001,Spring,8.61,6.26,3.15,8.56,48.41,19.62,3048,No treatment,86,322,29,23,6,37557,81.35,28,90,998,27.12,623,352977,219904671,63772
Mexico,East,2022,Well,5.41,7.81,3.43,3.28,7.63,0.54,1059,Boiling,51,102,17,94,55,27608,21.3,81,46,2396,13.26,390,173308,67590120,11490
Mexico,South,2020,River,9.17,8.25,3.6,4.43,25.93,15.88,3249,Chlorination,85,170,36,36,59,4784,59.74,21,26,2076,27.97,236,352977,83302572,29988
Mexico,South,2021,Well,5.9,6.09,1.23,5.72,25.81,3.18,361,Chlorination,70,241,40,2,40,20013,85.8,28,37,1312,29.77,249,352977,87891273,35156
Mexico,South,2016,Lake,4.23,7.3,2.61,9.19,40.96,18.85,2275,Chlorination,48,421,37,22,35,38905,74.5,43,91,2054,15.08,216,352977,76243032,28209
Mexico,East,2019,Spring,7.37,8.05,3.59,5.32,24.06,4.92,3051,No treatment,95,161,26,40,74,73186,17.28,70,46,1883,6.64,114,173308,19757112,5136
Mexico,Central,2007,Spring,3.95,6.9,3.49,7.84,38.58,11.71,2586,Filtration,67,225,7,97,12,17770,14.15,47,86,2749,21.9,374,76645,28665230,2006
Mexico,West,2003,Lake,1.17,8.22,3.37,5.26,46.29,12.72,2136,Chlorination,41,232,39,25,22,27631,29.68,49,33,1743,0.17,893,228059,203656687,79426
Mexico,North,2008,River,4.17,8.06,3.43,4.67,38.43,2.33,4768,Chlorination,67,13,36,96,65,68124,61.72,36,32,2584,25.96,956,1128257,1078613692,388300
Mexico,North,2011,Tap,6.82,8.26,4.77,5.97,39.87,18.94,3883,Filtration,63,185,25,88,39,45676,30.36,49,71,2661,20.16,715,1128257,806703755,201675
Mexico,East,2023,Tap,3.03,6.12,2.92,4.3,49.02,17.81,1598,No treatment,63,447,45,1,30,88892,20.28,32,50,2992,9.35,384,173308,66550272,29947
Mexico,West,2023,River,9.11,6.94,3.49,5.93,14.96,15.17,2024,Filtration,66,7,25,93,55,38051,15.82,50,47,660,14.25,372,228059,84837948,21209
Mexico,North,2017,River,9.33,6.63,3.37,4.56,31.47,3.94,4593,Filtration,87,306,33,47,92,37761,83.58,50,54,1263,9.89,171,1128257,192931947,63667
Mexico,North,2015,Lake,9.32,8.14,1.19,7.31,6.63,16.92,2024,Filtration,62,340,18,66,92,26044,38.66,58,28,2581,9.76,361,1128257,407300777,73314
Mexico,West,2013,Lake,8.32,7.12,0.02,3.56,7.8,14.99,3995,No treatment,88,138,2,42,89,47649,73.21,83,28,961,26.12,24,228059,5473416,109
Mexico,East,2018,Spring,4.18,6.48,4.16,6.95,36.95,15.14,986,Boiling,97,307,10,44,45,19189,16.9,49,91,1761,29.3,758,173308,131367464,13136
Mexico,South,2002,River,6.68,6.85,0.65,4.69,15.7,0.57,1305,Boiling,87,416,4,81,79,97509,38.83,42,30,300,26.25,549,352977,193784373,7751
Mexico,West,2007,Pond,1.36,6.78,3.24,6.2,28.5,15.9,2819,Boiling,88,432,16,58,94,86805,28.06,79,36,2810,25.39,319,228059,72750821,11640
Mexico,South,2014,River,0.79,8.35,0.38,8.88,16.87,14.41,4801,No treatment,52,83,14,89,44,74794,16.7,87,60,2009,29.97,540,352977,190607580,26685
Mexico,East,2013,Pond,6.2,7.31,0.25,4.92,17.41,19.26,3479,No treatment,76,439,8,80,35,28961,82.12,34,41,1951,5.43,620,173308,107450960,8596
Mexico,Central,2022,River,4.27,7.03,1.2,3.02,16.35,15.4,3817,No treatment,67,220,14,72,61,23198,50.85,48,56,825,6.96,335,76645,25676075,3594
Mexico,North,2014,Tap,4.42,6.37,4.72,9.76,22.73,17.07,4115,No treatment,46,257,8,96,53,7498,61.44,54,28,668,12.87,707,1128257,797677699,63814
Mexico,North,2016,Well,4.9,8.37,2.94,7.63,49.95,9.84,3241,Boiling,62,183,34,10,57,68543,38.65,52,29,1088,9.14,228,1128257,257242596,87462
Mexico,West,2001,Tap,7.32,6.04,4.85,9.31,5.47,4.84,1599,Filtration,42,167,43,56,19,29946,82.62,58,95,1544,25.14,467,228059,106503553,45796
Mexico,South,2023,Tap,3.48,6.8,1.9,8.48,19.12,11.83,1583,No treatment,65,417,9,50,94,84032,99.5,15,86,974,4.61,871,352977,307442967,27669
Mexico,West,2003,River,9.12,7.63,0.67,4.47,19.87,16.29,2427,Filtration,30,206,17,54,47,72910,92.89,87,80,1361,18.67,832,228059,189745088,32256
Mexico,West,2011,Lake,6.71,8.21,2.79,9.49,21.01,4.41,942,Filtration,54,233,2,81,49,22780,7.32,12,29,528,8.08,703,228059,160325477,3206
Mexico,West,2024,Tap,4.89,8.18,1.47,6.96,13.67,14.81,3668,Chlorination,49,180,6,86,2,11883,33.95,61,79,758,13.93,109,228059,24858431,1491
Mexico,North,2006,Well,1.04,6.71,1.97,9.36,17.27,3.04,3281,Boiling,35,150,32,38,59,7011,82.35,49,87,686,12.95,193,1128257,217753601,69681
Mexico,Central,2009,Lake,2.28,6.24,3.7,4.09,44.0,18.6,4396,Chlorination,97,156,19,75,85,1278,79.24,18,38,2853,32.3,900,76645,68980500,13106
Mexico,North,2000,Lake,4.82,7.06,0.92,5.96,32.5,19.25,2145,Boiling,40,140,25,76,62,70776,10.17,30,44,583,37.45,549,1128257,619413093,154853
Mexico,East,2013,Lake,8.49,6.09,4.92,7.82,3.51,5.81,2667,Boiling,99,202,19,1,23,39154,17.73,77,41,1268,35.87,494,173308,85614152,16266
Mexico,East,2005,Pond,2.61,7.76,3.92,6.08,48.07,12.06,903,No treatment,35,223,5,28,58,24409,12.37,89,51,675,33.04,304,173308,52685632,2634
Mexico,South,2019,Lake,3.19,6.15,1.8,6.24,46.09,10.38,3932,Boiling,48,110,4,48,48,43620,12.82,33,90,1636,4.53,298,352977,105187146,4207
Mexico,West,2021,Lake,7.21,7.12,0.12,5.23,43.56,15.5,2199,No treatment,63,271,32,82,85,6828,27.92,81,22,1644,14.47,403,228059,91907777,29410
Mexico,Central,2009,Pond,9.26,8.29,4.27,7.17,12.45,18.15,1867,Filtration,79,109,47,9,17,43814,75.91,42,48,1461,4.26,36,76645,2759220,1296
Mexico,South,2013,River,2.72,8.23,2.19,3.53,20.15,0.18,4347,Chlorination,96,34,19,55,19,91743,33.32,30,56,397,20.2,136,352977,48004872,9120
Mexico,South,2024,Tap,7.58,8.49,2.26,9.19,31.51,16.57,2215,Boiling,54,410,0,54,85,20757,53.12,55,57,383,34.52,868,352977,306384036,0
Mexico,East,2012,Tap,8.89,8.47,4.98,4.63,45.46,15.22,1188,Boiling,35,384,47,20,75,52755,35.74,21,93,1493,9.15,215,173308,37261220,17512
Mexico,North,2015,Lake,6.06,7.12,3.93,4.28,8.28,7.89,3344,Filtration,33,472,33,44,76,57057,96.92,84,63,2800,4.94,593,1128257,669056401,220788
Mexico,North,2013,Spring,0.98,7.69,2.55,7.42,19.78,1.04,1719,Boiling,49,440,3,79,3,72970,43.41,76,67,937,9.6,274,1128257,309142418,9274
Mexico,Central,2021,Well,1.47,6.39,3.16,9.06,9.07,5.61,1958,Boiling,91,432,41,83,23,64327,24.02,28,45,1050,13.12,697,76645,53421565,21902
Mexico,East,2023,Spring,7.43,6.95,1.28,4.91,4.03,8.39,132,Filtration,78,409,6,20,25,93465,12.87,67,35,1600,11.69,897,173308,155457276,9327
Mexico,North,2009,Pond,3.52,6.24,4.43,6.82,32.66,8.1,1221,Boiling,84,355,27,40,32,90774,98.74,60,94,2019,31.0,201,1128257,226779657,61230
Mexico,North,2013,Spring,9.92,8.31,0.44,6.6,31.84,16.74,2131,No treatment,88,298,38,50,34,52898,26.02,13,41,1766,31.76,584,1128257,658902088,250382
Mexico,South,2016,River,0.87,8.36,3.1,3.65,47.01,16.76,4089,Boiling,93,355,22,87,71,71377,55.7,56,37,466,15.16,445,352977,157074765,34556
Mexico,North,2002,Spring,8.12,6.61,2.23,9.06,18.85,14.25,3823,Filtration,65,109,44,0,57,86677,49.92,55,64,1718,15.36,864,1128257,974814048,428918
Mexico,West,2001,Tap,9.66,7.86,0.54,8.39,38.07,11.74,1528,Filtration,83,95,8,13,54,65953,59.76,33,27,955,8.64,123,228059,28051257,2244
Mexico,West,2001,Pond,7.9,7.83,0.06,3.39,15.26,15.71,4061,Filtration,54,113,46,97,17,22496,88.07,75,41,2495,0.71,82,228059,18700838,8602
Mexico,West,2009,Tap,1.93,6.29,1.57,9.84,48.31,4.92,4659,Filtration,35,477,15,18,23,62428,42.68,87,74,418,8.59,643,228059,146641937,21996
Mexico,East,2012,River,4.17,6.35,3.98,3.1,32.32,3.16,1516,Chlorination,97,415,2,69,43,19491,46.52,54,77,1325,11.95,741,173308,128421228,2568
Mexico,South,2017,River,4.22,7.09,3.97,5.54,13.69,3.96,1047,No treatment,33,336,28,75,2,28728,87.57,52,32,733,14.15,556,352977,196255212,54951
Mexico,East,2024,Well,4.2,7.41,1.05,4.11,46.58,1.51,3317,Chlorination,95,247,37,80,6,31427,8.42,38,54,1131,20.73,734,173308,127208072,47066
Mexico,Central,2010,Pond,6.92,7.75,3.82,5.85,39.42,7.45,1449,No treatment,86,321,39,84,57,19229,19.95,53,29,2834,9.74,873,76645,66911085,26095
Mexico,West,2002,Spring,4.18,8.27,3.41,7.28,47.9,13.29,2590,Boiling,59,40,13,81,47,52267,82.04,81,28,2112,16.88,30,228059,6841770,889
Mexico,Central,2021,Tap,7.34,6.14,3.27,4.04,9.07,0.2,239,No treatment,51,248,46,38,63,12313,78.23,29,23,1063,22.66,791,76645,60626195,27888
Mexico,East,2017,Lake,9.15,6.69,0.07,3.15,14.98,3.95,3518,No treatment,51,56,15,35,68,68360,7.55,89,40,1610,30.84,201,173308,34834908,5225
Mexico,Central,2015,Spring,2.88,8.07,0.24,4.25,20.43,17.07,331,No treatment,99,186,18,86,50,50938,60.85,26,80,2762,28.58,345,76645,26442525,4759
Mexico,East,2015,Pond,8.17,6.3,2.98,8.47,21.21,8.97,4526,Boiling,78,444,7,26,26,97458,16.47,56,64,732,14.92,109,173308,18890572,1322
Mexico,Central,2016,Pond,6.34,6.52,4.39,6.87,24.03,4.66,4456,Chlorination,92,357,35,7,73,38706,12.06,55,85,488,35.31,882,76645,67600890,23660
Mexico,Central,2007,Lake,8.77,7.26,0.05,3.78,12.04,16.89,4794,Chlorination,95,490,10,6,96,20130,24.82,30,66,2142,31.43,614,76645,47060030,4706
Mexico,East,2004,Spring,1.58,7.66,0.35,7.3,47.33,13.49,641,Boiling,32,99,15,65,57,99007,75.58,32,40,1377,21.6,723,173308,125301684,18795
Mexico,East,2014,Tap,3.92,6.73,1.16,6.38,33.07,3.25,2053,Filtration,47,92,35,48,49,3932,35.21,58,27,2281,10.48,300,173308,51992400,18197
Mexico,Central,2009,Pond,0.38,6.46,0.51,4.7,25.07,19.17,2985,No treatment,63,52,21,61,17,99948,89.83,80,30,638,26.33,175,76645,13412875,2816
Mexico,North,2010,Spring,8.44,7.45,2.73,4.61,19.71,19.33,4386,Boiling,49,319,44,18,46,93821,57.68,78,36,2765,5.76,73,1128257,82362761,36239
Mexico,West,2019,River,8.73,7.39,2.33,4.14,3.03,6.03,3405,Chlorination,42,417,24,5,35,66988,17.03,13,76,2535,4.46,609,228059,138887931,33333
Mexico,South,2006,River,6.55,7.15,3.35,6.19,30.43,17.29,4021,Chlorination,85,164,49,91,2,35862,74.6,73,58,1294,16.72,664,352977,234376728,114844
Mexico,West,2003,Pond,0.87,7.89,0.64,8.7,0.08,14.7,195,Filtration,31,57,37,5,50,15156,58.45,55,30,1821,19.55,378,228059,86206302,31896
Mexico,West,2017,Pond,4.16,7.71,2.89,3.21,19.57,14.84,576,Boiling,88,202,42,35,75,21944,33.95,62,63,2296,7.33,702,228059,160097418,67240
Mexico,North,2005,Well,0.72,7.75,3.04,3.66,45.13,16.05,600,No treatment,98,289,48,31,94,66026,6.27,71,33,1815,6.12,228,1128257,257242596,123476
